timestamp, callchains, power, resource_usage, gpu_power
12.481000, 0xfffffffffffffe00;0x73ad26d56a34;0x73ad26d59326;0x73ad26e212da;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c0158a0;|0xfffffffffffffe00;0x73ad3f1f7e36;clock_gettime@@GLIBC_2.17;0x73ad2bfff224;0x13560f73;|0xffffffffffffff80;0xffffffff91f9e4ff;0xffffffff91fa99fe;0xffffffff930a08c4;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e21426;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ae6e95;0x73ad26b035a1;0x73ad26ee5b6e;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad2c17dfe9;|0xffffffffffffff80;0xffffffff91face3b;0xffffffff930a91ce;0xffffffff91f96779;0xffffffffc11e165c;0xffffffff923367c8;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|, 16.331904, 0.00, 65.050000
12.587000, 0xffffffffffffff80;0xffffffff93010268;0xffffffff923e9cfc;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff92292c74;0xffffffff9235105f;0xffffffff9235135d;0xffffffff923e4470;0xffffffff923db6cd;0xffffffff9230d9a5;0xffffffff9230ff00;0xffffffff92328d3a;0xffffffff9232e302;0xffffffff9232e560;0xffffffff92310463;0xffffffff92310a05;0xffffffff91e0c0ea;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__open;_IO_file_open;_IO_file_fopen@@GLIBC_2.2.5;fopen@@GLIBC_2.2.5;0x73ad2bff4538;0x73ad2bff5360;0x5355f48949544155;|0xffffffffffffff80;0xffffffff91face3b;0xffffffff930a91ce;0xffffffffc11e54ba;0xffffffffc1ce7eef;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xffffffffffffff80;0xffffffff921bb7b0;0xffffffff921c3f55;0xffffffff91f5d6a9;0xffffffff930a0742;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad2bfe84a4;0x1;0x10000aa4e;|0xfffffffffffffe00;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26c45538;0x73ad26c46296;0x73ad26b013e1;0x73ad26c2523e;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.233651, 33.33, 64.926000
12.693000, 0xfffffffffffffe00;0x73ad26c4575f;0x73ad26c46296;0x73ad26b013e1;0x73ad26c2523e;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;__memmove_sse2_unaligned_erms;0x73ad26b2e6d3;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad2e2f6007;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad3ef38017;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff91f5c6c6;0xffffffff91f4049d;0xffffffff93098e1e;0xffffffff93098e83;0xffffffff93097b87;0xffffffff93200f0b;0xfffffffffffffe00;0x73ad2c0e89a8;0xbeef0100;|0xfffffffffffffe00;0x73ad2c06cd2d;|, 14.056481, 0.00, 64.917000
12.796000, 0xfffffffffffffe00;0x73ad2bfe8524;0x306d5f6c;|0xfffffffffffffe00;0x73ad2c133842;0x0;|0xfffffffffffffe00;0x73ad2bfea6a0;0x1440404400080;|0xfffffffffffffe00;__libc_calloc;0x73ad2bfe8a3e;|0xfffffffffffffe00;0x73ad3ef3804c;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26b2e44a;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.465029, 33.33, 64.931000
12.900000, 0xfffffffffffffe00;0x73ad2e2f6e55;0x0;|0xfffffffffffffe00;0x73ad2e2f4f3d;0x0;|0xfffffffffffffe00;0x73ad26c25fbc;0x73ad26b2e240;0x73ad26b2eadc;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff91f5a3a0;0xffffffff930a05d6;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xffffffffffffff80;0xffffffff93099f4a;0xffffffff923e9b32;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|, 13.330865, 0.00, 64.942000
13.003000, 0xfffffffffffffe00;0x73ad2c0b98d0;|0xfffffffffffffe00;0x73ad2bfea836;0x1440404400080;|0xfffffffffffffe00;libcudart_static_76a125a71b5a557a55dda5b7bcab25d92df5527b;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c0bd060;|0xffffffffffffff80;0xffffffff93010295;0xffffffff92352c10;0xffffffff923e9990;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff91ede670;0xffffffff92307e72;0xffffffff92307f83;0xffffffffc11e646a;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;0x73ad26c26008;0x73ad26b2e240;0x73ad26b2eadc;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.529029, 0.00, 65.122000
13.109000, 0xfffffffffffffe00;free;XGetEventData;fgHandleExtensionEvents;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff93008a16;0xffffffff93008c0c;0xffffffff930102a4;0xffffffff92352c10;0xffffffff923e9cc7;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff92336ac8;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad2c0dae1b;0xbeef0100;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e20aeb;0x73ad26e217e7;0x73ad26ee5a50;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26b029f4;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e20aeb;0x73ad26e217e7;0x73ad26ee5a50;0x73ad26d0db33;0x73ad26d55324;0x73ad26c34414;0x73ad26ee2c1e;0x73ad26b41496;0x73ad26ebd490;0x73ad26b47aa2;0x73ad26cebc38;libcudart_static_62bf97ede6676c12dc2198cbd9638c874b553f59;libcudart_static_666f2d04e6264b1aad89e7e6c70f2a00ab426468;libcudart_static_c7069eb0f366e48aabf6523aac98ec66807a66e1;libcudart_static_68127101e2d01f85b0c24511433a58184b030ca4;cudaMemcpy2DToArray;_Z13updateTextureP6float2mmm;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.833066, 14.29, 65.080000
13.216000, 0xfffffffffffffe00;0x73ad26b7e488;0x73ad26e217ca;0x73ad26ee5a50;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;__GI___pthread_enable_asynccancel;0x73ad3ef36f1a;0x73ad3ef38048;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26c31c20;0x73ad26cebc38;libcudart_static_62bf97ede6676c12dc2198cbd9638c874b553f59;libcudart_static_666f2d04e6264b1aad89e7e6c70f2a00ab426468;libcudart_static_c7069eb0f366e48aabf6523aac98ec66807a66e1;libcudart_static_68127101e2d01f85b0c24511433a58184b030ca4;cudaMemcpy2DToArray;_Z13updateTextureP6float2mmm;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ade590;0x73ad26b2eb85;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26b03c90;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff9228e69b;0xffffffff92d1d45c;0xffffffff92d1e1a2;0xffffffff92d1e22d;0xffffffff91e0c3ab;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;recvmsg;0x73ad3ef36f1a;0x73ad3ef38048;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.322168, 33.33, 64.950000
13.325000, 0xfffffffffffffe00;__pthread_mutex_lock@GLIBC_2.2.5;0x73ad2bfe8520;0x306d5f6c;|0xffffffffffffff80;0xffffffff93008cda;0xffffffff9300f22f;0xffffffff92351f76;0xffffffff91ee1968;0xffffffff923ea30a;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff91f784e6;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xffffffffffffff80;0xffffffff91ede711;0xffffffff92307c6b;0xffffffff92307e72;0xffffffff92307f83;0xffffffffc11e646a;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;0x73ad26d56896;0x73ad26e21366;0x73ad26bf6f97;0x73ad26cf317c;libcudart_static_b63e1b72c4186d2b6489eb2dc83e87697879a6c8;cudaGraphicsMapResources;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ae6e7a;0x73ad26ee5e25;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad2bff67a0;0x73ad3ef9a1ed;fgSetWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff9275e6db;0xffffffff92217925;0xffffffff923e98d0;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|, 13.137651, 0.00, 64.650000
13.430000, 0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e213cc;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26c52b58;0x73ad26b40fd6;0x73ad26ebd490;0x73ad26b47aa2;0x73ad26cebc38;libcudart_static_62bf97ede6676c12dc2198cbd9638c874b553f59;libcudart_static_666f2d04e6264b1aad89e7e6c70f2a00ab426468;libcudart_static_c7069eb0f366e48aabf6523aac98ec66807a66e1;libcudart_static_68127101e2d01f85b0c24511433a58184b030ca4;cudaMemcpy2DToArray;_Z13updateTextureP6float2mmm;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff91f70b2c;0xffffffff91f77d2b;0xffffffff91f69332;0xffffffff920141a1;0xffffffff9202d1d7;0xffffffff9201511f;0xffffffff92016078;0xffffffff91eb3126;0xffffffff93097b77;0xffffffff93200f0b;0xfffffffffffffe00;0x73ad2c5b4870;0x0;|0xffffffffffffff80;0xffffffff91f9e2ee;0xffffffff91fa99fe;0xffffffff930a08c4;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad2c29c49e;|0xfffffffffffffe00;0x73ad26b7f21c;0x73ad26b7f7d2;0x73ad26eeb739;0x73ad26e21343;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26c56cf0;0x73ad26b35877;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 14.546086, 0.00, 64.356000
13.537000, 0xffffffffffffff80;0xffffffff93007c71;0xffffffff92352c3e;0xffffffff923e9990;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff91f8cdb7;0xffffffff91f70b12;0xffffffff91f77d2b;0xffffffff91f69332;0xffffffff920141a1;0xffffffff9202d1d7;0xffffffff9201511f;0xffffffff92016078;0xffffffff91eb3126;0xffffffff93097b77;0xffffffff93200f0b;0xfffffffffffffe00;0x73ad2c284bc0;0x59e93f6536c0;0x0;|0xfffffffffffffe00;pthread_rwlock_wrlock@@GLIBC_2.34;0x73ad26e2097a;0x73ad26e217e7;0x73ad26ee5a50;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z50__device_stub__Z16diffuseProject_kP6float2S0_iiffiP6float2S0_iiffi;_Z16diffuseProject_kP6float2S0_iiffi;diffuseProject;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ee4997;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff93008a12;0xffffffff93008c0c;0xffffffff930102a4;0xffffffff92352c10;0xffffffff923ea077;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff91f9e511;0xffffffff91fa99fe;0xffffffff930a08c4;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e213cc;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26c4b040;0x73ad26ec7a66;0x73ad26b35877;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26af25d0;0x73ad26c2523e;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 12.958252, 33.33, 64.153000
